ਅਫ਼ਰੀਕਾ	Африка
ਮਹੱਤਮ ਸਾਂਝਾ ਭਾਜਕ	Наибольший общий делитель
ਚੀਨੀ ਨਵਾਂ ਸਾਲ	Китайский Новый год
ਵਹਿਰਾਨ	Оран
ਵਿਚਾਰ	Идея
ਆਸਟਰੀਆਈ ਸਲਤਨਤ	Австрийская империя
ਚਾਬੀ	Замковый ключ
ਘਾਹ ਦੀਆਂ ਪੱਤੀਆਂ	Листья травы (сборник)
ਕਾਲ਼ੀ ਮਾਤਾ	Кали
ਸਾਨੀਆ ਮਿਰਜ਼ਾ	Мирза, Саня
ਮਨੋਕਥਾ	Фэнтези
ਆਯੁਰਵੇਦ	Аюрведа
ਵਿਕਸਿਤ ਦੇਸ਼	Развитые страны
ਫਰਮਾ ਦੀ ਆਖਰੀ ਥਿਓਰਮ	Великая теорема Ферма
ਅਮਰਤਿਆ ਸੇਨ	Сен, Амартия
ਪਰੋਲਤਾਰੀਆ	Пролетариат
ਜੀਰਾ	Зира (растение)
ਨਾਰਵੇਈ ਕਰੋਨਾ	Норвежская крона
ਬਾਖ਼ਤਰ	Бактрия
ਜਮਨਾ ਦਰਿਆ	Джамна
ਅਰਬੀਲ	Эрбиль
ਥਾਮਸ ਹਾਰਡੀ	Харди, Томас
ਕੈਲੀਫ਼ੋਰਨੀਆ ਦੀ ਖਾੜੀ	Калифорнийский залив
ਦੌਆਲਾ	Дуала (город)
ਘਰਘੀਣ	Sphecidae
ਗਰੀਨਲੈਂਡ ਸਮੁੰਦਰ	Гренландское море
ਓਲੰਪੀਕ ਡ ਮਾਰਸੇਈ	Олимпик (футбольный клуб, Марсель)
ਬੁਸ਼ਹਿਰ ਸੂਬਾ	Бушир (остан)
ਤਕਲਾਮਕਾਨ ਮਾਰੂਥਲ	Такла-Макан
ਉਪ-ਸਹਾਰਵੀ ਅਫ਼ਰੀਕਾ	Чёрная Африка
ਵਲਾਦੀਮੀਰ ਮਾਇਕੋਵਸਕੀ	Маяковский, Владимир Владимирович
ਸ਼ੋਥਾ ਰੁਸਥਾਵੇਲੀ	Шота Руставели
ਯੋਮ ਕੀਪੂਰ	Йом-Киппур
ਡਾਇਆਸਪੋਰਾ	Диаспора
ਲਾਤਵੀਆਈ ਲਾਤਸ	Латвийский лат
ਸਿਲਵੀਆ ਪਲੈਥ	Плат, Сильвия
ਲੱਤ	Нога человека
ਪੈਰਿਸ ਕਮਿਊਨ	Парижская коммуна
ਭਾਰਤ ਦਾ ਇਤਿਹਾਸ	История Индии
ਵਹਿਮ-ਭਰਮ	Суеверие
ਸਕੁਐਸ਼ (ਖੇਡ)	Сквош
ਮੁਸਲਿਮ ਬ੍ਰਦਰਹੁੱਡ	Братья-мусульмане
ਢੂੰਹੀ	Спина
ਕਬੀਲਾ	Племя
ਸ਼ੈਤਾਨੀ ਧਰਮ	Сатанизм
ਸੇਪੂਕੂ	Харакири
ਰਾਬਾਈ	Раввин
ਸਨ ਸੀਰੋ (ਸਟੇਡੀਅਮ)	Джузеппе Меацца (стадион)
ਅਲਤਾਮਿਰਾ ਦੇ ਗੁਫਾ	Альтамира (пещера)
ਨੰਗਬੀਜੀ ਬੂਟਾ	Голосеменные
ਏ ਹਿਸਟਰੀ ਆਫ਼ ਵੈਸਟਰਨ ਫਿਲਾਸਫੀ	История западной философии
ਪਲੇਗ (ਰੋਗ)	Чума
ੜ	Радха (буква)
ਧਰਤ-ਗੋਲ਼ਾ	Глобус
ਸ਼ਾਹਮੁਖੀ ਲਿਪੀ	Шахмукхи
ਕੰਨਿਆ	Дева (знак зодиака)
ਜੇ (ਸਿਰਿਲਿਕ)	Ј
ਪੌਪ ਕਲਾ	Поп-арт
ਬਿਊਟੇਨ	Бутан (вещество)
ਪੋਲੋ	Поло
ਵਰਗ ਮੂਲ	Квадратный корень
ਫੇਨੂਰਡ	Фейеноорд
ਕੁਰਦਿਸਤਾਨ ਸੂਬਾ	Курдистан (остан)
ਤੱਕੜੀ (ਰਾਸ਼ੀ)	Весы (знак зодиака)
ਵ੍ਰਸਚਿਕ	Скорпион (знак зодиака)
ਮਰਕਜ਼ੀ ਸੂਬਾ	Центральный остан
ਗੁਰੂਤਾਕਰਸ਼ਣ ਦਾ ਸਰਵ-ਵਿਅਾਪੀ ਨਿਯਮ	Классическая теория тяготения Ньютона
ਬੋਰ ਸਈਦ	Порт-Саид
ਲਿਪਾਂਤਰਨ	Транслитерация
ਸੇਂਟ ਲਾਰੰਸ ਦਰਿਆ	Река Святого Лаврентия
ਪਿਤਾ ਦਿਵਸ	День отца
ਕਾਰਬੌਕਸਿਲੀ ਤਿਜ਼ਾਬ	Карбоновые кислоты
ਸ਼ੈਮਪੇਨ	Шампанское
ਡੈਨੀ ਬੋਏਅਲ	Бойл, Дэнни
ਸੀ.ਐੱਨ. ਬੁਰਜ	Си-Эн Тауэр
ਖਾਵੀਏਰ ਬਾਰਦੇਮ	Бардем, Хавьер
ਤਾਰਾਸ ਸ਼ੇਵਚੈਨਕੋ	Шевченко, Тарас Григорьевич
ਜਾਨ ਕਾਰਨਫੋਰਥ	Корнфорт, Джон Уоркап
ਏਰਜਿੰਕਾਨ	Эрзинджан
ਕਾਦਰੀ ਸਿਲਸਿਲਾ	Кадирия
ਚਿਸ਼ਤੀ ਸੰਪਰਦਾ	Чиштия
ਜਰਮੀਨਲ (ਨਾਵਲ)	Жерминаль (роман)
ਬੋਲਸ਼ੋਈ ਥੀਏਟਰ ਮਾਸਕੋ	Большой театр
ਫੌਰਸ ਇੰਡੀਆ	Форс Индия
ਜ਼ੇਡੀ ਸਮਿਥ	Смит, Зэди
2008 ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਫ੍ਰੀਸਟਾਇਲ 96 ਕਿਲੋਗਰਾਮ	Вольная борьба на летних Олимпийских играх 2008 — до 96 кг (мужчины)
ਜੌਨ ਡਨ	Донн, Джон
ਕਾਚੀਨ ਸੂਬਾ	Качин (штат)
ਅਲੈਕਸੀ ਦ ਤੋਕੂਵੀਲ	Токвиль, Алексис де
ਐਡਵਰਡ ਬੀ ਟਾਇਲਰ	Тайлор, Эдуард Бернетт
ਖੁੱਲ੍ਹੀ ਕਵਿਤਾ	Свободный стих
ਜੁਲੀਅਸ ਫਿਊਚਕ	Фучик, Юлиус
ਸਾਓ ਫ਼ਰਾਂਸਿਸਕੋ ਦਰਿਆ	Сан-Франсиску
ਜਮਰੌਦ	Джамруд
ਅਰਬ ਜਗਤ	Арабский мир
ਪੱਥਰ ਪ੍ਰਾਹੁਣਾ	Каменный гость (пьеса)
ਜ਼ੋਹਰਾ ਸਹਿਗਲ	Сехгал, Зохра
ਛਾਪਾਖ਼ਾਨਾ	Ручной типографский станок
ਮਹਾਸ਼ਵੇਤਾ ਦੇਵੀ	Махасвета Деви
ਪੂਰਬਲੀ ਸੰਧਿਆ	Накануне (роман)
ਤੁਗ਼ਰਿਲ ਬੇਗ	Тогрул-бек
ਕਪਤਾਨ ਦੀ ਧੀ	Капитанская дочка
ਉਸਤਾਦ ਜ਼ਾਕਿਰ ਹੁਸੈਨ	Хуссейн, Закир
ਜ਼ਾਕਿਰ ਹੁਸੈਨ	Хусейн, Закир
ਲਿਊਡਮਿਲਾ ਪੈਵਲਿਚੇਨਕੋ	Павличенко, Людмила Михайловна
ਮਹਾਨ ਵਿਕਟੋਰੀਆ ਮਾਰੂਥਲ	Большая пустыня Виктория
ਸਾਰਕ	Ассоциация регионального сотрудничества Южной Азии
ਵਨ ਡਾਇਰੈਕਸ਼ਨ	One Direction
ਮੀਰੀਆਮ ਮਾਕੇਬਾ	Макеба, Мириам
ਮਕੋ	Паслён чёрный
ਨੂਤਨ	Нутан
ਡੋਮੇਨ (ਜੀਵ-ਵਿਗਿਆਨ)	Домен (биология)
ਅਪਰਾਧਿਕ ਕਾਨੂੰਨ	Уголовное право
ਗੁਰਦਾਸਪੁਰ ਜ਼ਿਲ੍ਹਾ	Гурдаспур (округ)
ਜ਼ਨਜਾਨ ਸੂਬਾ	Зенджан (остан)
ਕੁਬਤੀ ਲੋਕ	Копты
ਸਹਿ ਧੁਨੀ	Аллофон
ਮੋਇਆਂ ਦੀ ਜਾਗ	Воскресение (роман)
ਅਜੇ ਦੇਵਗਨ	Девган, Аджай
ਜ਼ੰਸਕਾਰ ਦਰਿਆ	Заскар
ਮਨਿਸਾ	Маниса
੧੯੦੦ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	Индия на летних Олимпийских играх 1900
ਕਾਜੋਲ	Каджол
ਸ਼ੰਖਪੁਸ਼ਪੀ	Вьюнок
ਜਾਦੂਈ ਯਥਾਰਥਵਾਦ	Магический реализм
ਗੇਂਦਾ	Бархатцы
ਬੋਧ ਵਿਗਿਆਨ	Когнитивистика
੧੯੨੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	Индия на летних Олимпийских играх 1928
੧੯੩੬ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	Индия на летних Олимпийских играх 1936
ਲਿਵਰ ਸਿਰੋਸਿਸ	Цирроз печени
ਅੰਨਾ ਕਾਰੇਨੀਨਾ	Анна Каренина
ਜ਼ਾਰੀਆ	Зариа
ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ	Акали Дал
ਸੁਬਰਾਮਨੀਅਮ ਚੰਦਰਸ਼ੇਖਰ	Субраманьян Чандрасекар
ਓਸ਼ੋ	Ошо (Бхагван Шри Раджниш)
ਲਾਜਵੰਤੀ	Мимоза стыдливая
ਕਬੱਡੀ	Кабадди
ਰਾਜਾ ਈਡੀਪਸ	Царь Эдип
ਜ਼ੇ (ਸਿਰਿਲਿਕ)	З
ਗੁਰੂ ਦੱਤ	Гуру Датт
ਏਸ਼ੀਆਈ ਸਾਹਿਤ	Азиатская литература
ਜ਼ਿਲ੍ਹਾ	Дистрикт
ਕੈਲਕੂਲਸ	Математический анализ
ਜਮਨਾ ਦਰਿਆ (ਬੰਗਲਾਦੇਸ਼)	Джамуна
ਬਾਕਸਰ ਬਗ਼ਾਵਤ	Ихэтуаньское восстание
ਅੰਮ੍ਰਿਤਾ ਸ਼ੇਰਗਿਲ	Шер-Гил, Амрита
ਫ਼ਲੋਰਸ ਸਾਗਰ	Море Флорес
ਅਲੈਗਜ਼ੈਂਡਰ ਦੁਬਚੇਕ	Дубчек, Александр
ਮਿੱਗ 21	МиГ-21
ਫਰੈਂਕਨਸਟਾਇਨ	Франкенштейн, или Современный Прометей
ਜਾਨ ਬੋਨ ਜੋਵੀ	Бон Джови, Джон
ਵੈਸਟਫ਼ਾਲਨ ਸਟੇਡੀਅਮ	Сигнал Идуна Парк
ਇਮਟੈੱਕ ਆਰੇਨਾ	Имтех Арена
ਫ਼ੈਲਟਿਨਸ-ਆਰੇਨਾ	Фельтинс-Арена
ਤੇਹਰਾਨ ਕਾਨਫਰੰਸ	Тегеранская конференция
ਚੋਲ ਰਾਜਵੰਸ਼	Чола (государство)
ਆਂਦਰੇ ਮਾਲਰੋ	Мальро, Андре
ਓਲੰਪਿਕ ਸਟੇਡੀਅਮ (ਬਰਲਿਨ)	Олимпийский стадион (Берлин)
ਥਾਮਸ ਕਾਰਲਾਈਲ	Карлейль, Томас
ਸਫਿੰਕਸ	Сфинкс
ਗਿਉਰਗੀ ਲੂਕਾਚ	Лукач, Дьёрдь
ਰਾਏ ਲਿਖਟਨਸਟਾਈਨ	Лихтенштейн, Рой
ਫਰੈਂਕਫ਼ਰਟ ਸਕੂਲ	Франкфуртская школа
ਸੰਕਲਪ	Понятие
ਰਾਈਨਐਨਰਜੀ ਸਟੇਡੀਅਮ	Рейн Энерги (стадион)
ਰੂਆ	Рурская область
ਡੈੱਨਮਾਰਕ ਪਣਜੋੜ	Датский пролив
ਹੰਬੋਲਟ ਬਰਲਿਨ ਯੂਨੀਵਰਸਿਟੀ	Берлинский университет имени Гумбольдта
ਪਾਲ ਇਲਯਾਰ	Элюар, Поль
ਮਰਸੇਡੇਜ਼-ਬੈਂਸ ਆਰੇਨਾ (ਸ਼ਟੁੱਟਗਾਟ)	Мерседес-Бенц-Арена
ਬੈਟਲਸ਼ਿਪ ਪੋਤੇਮਕਿਨ	Броненосец «Потёмкин» (фильм)
ਜੋਆਨ ਮੀਰੋ	Миро, Жоан
ਅਲਫਰੈਡ ਐਡਲਰ	Адлер, Альфред
ਗੁੰਨਾਰ ਮਿਰਦਲ	Мюрдаль, Гуннар
ਜ਼ੀਰੋ ਡਾਰਕ ਥਰਟੀ	Цель номер один
ਐੱਚ.ਡੀ.ਆਈ-ਆਰੇਨਾ	АВД-Арена
ਅਜਿਤ ਕੇਸ਼ਕੰਬਲੀ	Аджита Кесакамбала
ਪਾਕੋ ਦੇ ਲੂਸੀਆ	Пако де Лусия
ਮਾਰਟਿਨ ਨੀਮੋਲਰ	Нимёллер, Мартин
ਬੌਖ਼ੂਸੀਆ-ਪਾਰਕ	Боруссия Парк
ਪੁਗਾਚੇਵ ਦੀ ਬਗ਼ਾਵਤ	Крестьянская война под предводительством Емельяна Пугачёва
ਮੋਸੀਨ–ਨਾਗੋਨ	Винтовка Мосина
ਚਿੰਤਾ	Тревога
ਆਲੂ ਖਾਣੇ	Едоки картофеля
ਵੇਜ਼ਾਸ਼ਟਾਡੀਓਨ	Везерштадион
ਲੀਓਪੋਲਡ ਸੈਨਘੋਰ	Сенгор, Леопольд Седар
ਕਾਰਲੋਸ ਫਿਊਨਤੇਸ	Фуэнтес, Карлос
ਨੌਰਮਨ ਬੋਰਲੌਗ	Борлоуг, Норман Эрнест
ਹੇਪਾਟਾਈਟਿਸ ਸੀ	Гепатит C
ਲੈਨਿਨਵਾਦ	Ленинизм
ਗਿਓਰਗੀ ਦਮਿਤਰੋਵ	Димитров, Георгий Михайлович
ਇਮਰਾਨ ਖ਼ਾਨ	Хан, Имран
ਰੋਹਤਾਸ ਕਿਲ੍ਹਾ	Рохтас
ਕੁਲਡਿਗਾ	Кулдига
ਚਿਨੁਆ ਅਚੇਬੇ	Ачебе, Чинуа
ਕਾਰਲ ਚਾਪੇਕ	Чапек, Карел
ਜਾਰਜ ਫ੍ਰਾਸਟ ਕੇਨੰਨ	Кеннан, Джордж Фрост
ਆਜ਼ਾਦ ਹਿੰਦ ਫ਼ੌਜ	Индийская национальная армия
ਤਕਸ਼ਿਲਾ	Таксила
ਰੋਮਨ ਜੈਕਬਸਨ	Якобсон, Роман Осипович
ਕਥਾਰਸਿਸ	Катарсис
ਮੰਨਾ ਡੇ	Дей, Манна
ਧਰਤੀ ਦਾ ਇਤਿਹਾਸ	История Земли
ਕਾਰਨ ਵਿਗਿਆਨ	Этиология (философия)
ਚੁਲਾਈ	Амарант
ਲਤਾ ਮੰਗੇਸ਼ਕਰ	Мангешкар, Лата
ਸਰਵੇਪੱਲੀ ਰਾਧਾਕ੍ਰਿਸ਼ਣਨ	Радхакришнан, Сарвепалли
ਕਲੀਸ਼ੇ	Клише (искусство)
ਸਆਦਤ ਹਸਨ ਮੰਟੋ	Манто, Саадат Хасан
ਕਸੁੰਭ	Сафлор красильный
ਬਾਈਆਰੇਨਾ	Бай-Арена
1948 ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	Индия на летних Олимпийских играх 1948
ਮੁਹੰਮਦ ਰਫ਼ੀ	Мохаммед Рафи
ਤਾਰਾਮੀਰਾ	Руккола
ਟੀਕ	Тик (дерево)
ਸੈਮੂਅਲ ਹੈਨੇਮੈਨ	Ганеман, Христиан Фридрих Самуэль
ਕਾਮਰਸਬਂਕ-ਆਰੇਨਾ	Коммерцбанк-Арена
ਨਿਕੋਬਾਰ ਟਾਪੂ	Никобарские острова
ਸ਼ਗਨ	Обручение
ਸੂਰਜਮੁਖੀ ਦੇ ਫੁੱਲ (ਪੇਂਟਿੰਗ ਸੀਰੀਜ਼)	Подсолнухи (Ван Гог)
ਇੰਡੋਨੇਸ਼ੀਆ ਦੀ ਕਮਿਊਨਿਸਟ ਪਾਰਟੀ	Коммунистическая партия Индонезии
ਫ਼ਰੀਦਾ ਜਲਾਲ	Джалал, Фарида
ਜ਼ਿਗਮੁੰਤ ਬਾਓਮਨ	Бауман, Зигмунт
ਦੇਜਾ ਵੂ	Дежавю
ਕਿਰਨ ਖੇਰ	Кхер, Кирон
ਗਵਾਲੀਅਰ	Гвалиор
ਡਿੰਪਲ ਕਪਾਡੀਆ	Кападия, Димпл
ਵਲੋਰੇ ਜ਼ਿਲਾ	Влёра (округ)
ਬਾਥੂ	Марь белая
ਅਫ਼ਗ਼ਾਨਿਸਤਾਨ ਦੇ ਸੂਬੇ	Провинции Афганистана
ਸਪੋਟੇਸੀ	Сапотовые
ਵਿਦਿਆ ਬਾਲਨ	Видья Балан
ਨਰਗਿਸ (ਅਦਾਕਾਰਾ)	Наргис
ਫ਼ਿਲਪੀਨ ਸਾਗਰ	Филиппинское море
ਅਲਕਾਈਨ	Алкины
ਜਣਨ ਇੰਜੀਨੀਅਰੀ	Генетическая инженерия
ਚੁਕਚੀ ਸਮੁੰਦਰ	Чукотское море
ਸੋਸ਼ਲਿਸਟ ਇੰਟਰਨੈਸ਼ਨਲ	Социалистический интернационал
ਖੁਰਾਕ ਲੜੀ	Пищевая цепь
ਅਜਮਾਨ	Аджман (эмират)
ਪਾਨ	Бетель
ਸਾਜ਼ਿਸ਼ ਪ੍ਰਸਤਾਵ	Теория заговора
ਜੇਟ ਲੀ	Ли, Джет
ਅੰਨਪੂਰਨਾ	Аннапурна
ਪੂਰਨ ਚਮਕ	Абсолютная звёздная величина
ਕਾਲਾ ਮੋਤੀਆ	Глаукома
ਮੌਨਾ ਲੋਆ	Мауна-Лоа
ਅਰਥਚਾਰਾ	Экономика
ਸਿੰਘ	Лев (знак зодиака)
ਉਲੰਪਿਕ ਖੇਡਾਂ	Летние Олимпийские игры
ਕਾਮ ਨੋਊ	Камп Ноу
ਜੂਲੀਆ ਕ੍ਰਿਸਤੇਵਾ	Кристева, Юлия
ਸਟੇਡੀਓ ਓਲੰਪਿਕੋ	Олимпийский стадион (Рим)
ਟਵਾਈਲਾਈਟ (ਫ਼ਿਲਮ)	Сумерки (фильм, 2008)
ਫ਼ਤਿਹ ਕੁਸਤੁਨਤੁਨੀਆ	Падение Константинополя (1453)
ਮੈਨ ਬੁੱਕਰ ਇਨਾਮ	Букеровская премия
ਮੈਦਾਨ	Равнина
ਪਰਾਦੋ ਅਜਾਇਬ-ਘਰ	Прадо
ਬਾਲ ਪੈੱਨ	Шариковая ручка
ਧਰਤ ਘੰਟਾ	Час Земли
ਰਾਮ	Рама
ਡੇਵਿਡ ਰਿਕਾਰਡੋ	Рикардо, Давид
ਦਮਾਮ	Эд-Даммам
ਬੋਧ	Восприятие
ਅਲ-ਫ਼ਾਰਾਬੀ	Аль-Фараби
ਮੁਹੰਮਦ ਅਲੀ ਜਿੰਨਾਹ	Джинна, Мухаммад Али
ਕਲੌਂਜੀ	Калинджи
ਰੋਜ਼ੇ ਗਾਰੋਦੀ	Гароди, Роже
ਨਵ-ਖੱਬੇਪੱਖੀ	Новые левые
ਲੰਡਨ ਆਈ	Лондонский глаз
ਬੈਲਾਰੂਸੀ ਰੂਬਲ	Белорусский рубль
ਸ਼ਹਿਰੀਕਰਨ	Урбанизация
ਦਾਰਦਿਕ ਭਾਸ਼ਾਵਾਂ	Дардские языки
ਅਮਲਤਾਸ	Кассия трубчатая
ਪਛਾਣ-ਸ਼ਬਦ	Пароль
ਸਮਾਜਕ ਮਨੋਵਿਗਿਆਨ	Социальная психология
ਜਿਬਗਨਿਉ ਹਰਬਰਟ	Херберт, Збигнев
ਕ੍ਰੈਡਿਟ ਕਾਰਡ	Кредитная карта
ਚਿਉਨ ਸ਼ੁਗੀਹਾਰਾ	Сугихара, Тиунэ
ਏਸ਼ੀਆਈ ਚੌਲ	Рис посевной
ਟਰੀਟੀਕਮ ਪੋਲੋਨੀਕਮ	Пшеница польская
ਡਕਵੀਡ ਤਕਨੀਕ	Рясковые
ਟੂੰਮਾਂ	Ювелирное изделие
ਜੰਗ ਤੇ ਅਮਨ	Война и мир
ਪੈਤਰਿਸ ਲਮੂੰਬਾ	Лумумба, Патрис
ਕਰਕ	Рак (знак зодиака)
ਪਾਮੀਰ ਪਹਾੜ	Памир
ਐਡਵਰਡ ਗਿਬਨ	Гиббон, Эдуард
ਗਰੇਟ ਬ੍ਰਿਟੇਨ ਦੀ ਸੰਯੁਕਤ ਰਾਜਸ਼ਾਹੀ	Королевство Великобритания
ਕੁੰਭ	Водолей (знак зодиака)
ਡੇਕ	Мелия ацедарах
ਨਿਕੀ ਮਿਨਾਜ	Ники Минаж
ਅਲਾਹਾਬਾਦ	Аллахабад
ਦੇਹਰਾ	Мавзолей
ਮਾਸਾਈ ਲੋਕ	Масаи
ਪ੍ਰਸਰਣ (ਵਿਗਿਆਨ)	Диффузия
ਸੋਨੀਆ ਗਾਂਧੀ	Ганди, Соня
ਬਲੋਚਿਸਤਾਨ (ਪਾਕਿਸਤਾਨ)	Белуджистан (Пакистан)
ਅਜਨਬੀ (ਨਾਵਲ)	Посторонний
ਐਜ਼ਰਾ ਪਾਊਂਡ	Паунд, Эзра
ਪੂਰਬੀ ਸਾਈਬੇਰੀਆਈ ਸਮੁੰਦਰ	Восточно-Сибирское море
ਡੀ.ਡੀ.ਟੀ.	ДДТ (инсектицид)
ਮਲੇਸ਼ੀਆਈ ਰਿਙਿਤ	Малайзийский ринггит
ਜੂਜੁਤਸੂ	Джиу-джитсу
ਸਿਲੀਕਾਨ ਘਾਟੀ	Силиконовая долина
ਦ ਡਾਰਕ ਨਾਈਟ	Тёмный рыцарь
ਕਮਿਊਨਿਸਟ ਇੰਟਰਨੈਸ਼ਨਲ	Коммунистический интернационал
ਅਮੀਰਾਤ ਸਟੇਡੀਅਮ	Эмирейтс (стадион)
ਵ੍ਰਸ਼	Телец (знак зодиака)
ਸਾਂਤੀਆਗੋ ਬੈਰਨਾਬੇਊ ਸਟੇਡੀਅਮ	Сантьяго Бернабеу (стадион)
ਅਲੈਗਜ਼ੈਂਡਰ ਪੋਪ	Поуп, Александр
ਤੀਆਨਾਨਮੇਨ ਚੌਕ	Площадь Тяньаньмэнь
ਅ ਬਿਊਟੀਫ਼ੁਲ ਮਾਈਂਡ	Игры разума
ਮਾਰਕ ਵਾਲਬਰਗ	Уолберг, Марк
ਮਕਰ	Козерог (знак зодиака)
ਫ਼ੰਕ	Фанк
ਕਰਤਾ (ਵਿਆਕਰਨ)	Подлежащее
ਖੱਬੇ-ਪੱਖੀ ਰਾਜਨੀਤੀ	Левые (политика)
ਦ ਵਾਲ ਸਟਰੀਟ ਜਰਨਲ	The Wall Street Journal
ਅਲੈਗਜ਼ੈਂਡਰ ਬਲੋਕ	Блок, Александр Александрович
ਐਸ਼ਟਨ ਕਚਰ	Кутчер, Эштон
ਪਾਓਲੋ ਫਰੇਰੇ	Фрейре, Паулу
ਪ੍ਰਤੀਕਵਾਦ (ਕਲਾ)	Символизм
ਓਲੀਵਰ ਟਵਿਸਟ	Приключения Оливера Твиста
ਕਾਰਲ ਸ਼ਪਿਟਸਵੇਕ	Шпицвег, Карл
ਨਾਇਕੀ (ਮਿਥਹਾਸ)	Ника (мифология)
ਬੈਕਟੀਰਿਓਫੇਜ਼	Бактериофаги
ਗ੍ਰੀਨਹਾਊਸ	Теплица
ਮੋਜ਼ੈਂਬੀਕ ਨਹਿਰ	Мозамбикский пролив
ਯੂਕਾਤਾਨ	Мерида (Юкатан)
ਯਾਕ ਪਰੇਵੈਰ	Превер, Жак
ਅਪਰਾਧ ਅਤੇ ਦੰਡ	Преступление и наказание
ਕਾਗਜ਼ੀ ਨਿੰਬੂ	Лайм
ਬਾਈਕੋਨੂਰ	Байконур (город)
ਧੌਲਾਗਿਰੀ	Дхаулагири
